Organisms
Nostoc azollae
Fluviicola taffensis
Folsomia candida
Fomitiporia mediterranea
Formosa sp
Formosa sp
Formosa sp
Fragaria vesca
Fragilariopsis cylindrus
Francisella adeliensis
Francisella cf
Francisella frigiditurris
Francisella halioticida
Francisella hispaniensis
Francisella hispaniensis
Francisella marina
Francisella noatunensis
Francisella noatunensis
Francisella persica
Francisella philomiragia
Francisella philomiragia
Francisella philomiragia
Francisella philomiragia
Francisella philomiragia
Francisella philomiragia
Francisella philomiragia
Francisella salina
Francisella sp
Francisella sp
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella tularensis
Francisella uliginis
Frankia alni
Frankia casuarinae
Frankia inefficax
Frankia sp
Frankia symbiont
Frateuria aurantia
Fretibacterium fastidiosum
Frischella perrara
Frondihabitans sp
Fuerstia marisgermanicae
Fusarium graminearum
Fusarium oxysporum
Fusarium pseudograminearum
Fusarium verticillioides
Fusobacterium gonidiaformans
Fusobacterium hwasookii
Fusobacterium mortiferum
Fusobacterium necrophorum
Fusobacterium nucleatum
Fusobacterium nucleatum
Fusobacterium nucleatum
Fusobacterium nucleatum
Fusobacterium nucleatum
Fusobacterium periodonticum
Fusobacterium pseudoperiodonticum
Fusobacterium ulcerans
Fusobacterium varium
Galdieria sulphuraria
Gallibacterium anatis
Gallionella capsiferriformans
Gallus gallus
Gamma proteobacterium
Gardnerella vaginalis
Gardnerella vaginalis
Gardnerella vaginalis
Geitlerinema sp
Gekko japonicus
Gemella morbillorum
Gemella sanguinis
Gemella sp
Gemella sp
Geminocystis sp
Geminocystis sp
Gemmata obscuriglobus
Gemmata sp
Gemmatimonas aurantiaca
Gemmatimonas phototrophica
Gemmatirosa kalamazoonesis
Gemmobacter sp
Geoalkalibacter subterraneus
Geobacillus genomosp
Geobacillus kaustophilus
Geobacillus lituanicus
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus sp
Geobacillus stearothermophilus
Geobacillus subterraneus
Geobacillus thermocatenulatus
Geobacillus thermodenitrificans
Geobacillus thermoleovorans
Geobacillus thermoleovorans
Geobacter anodireducens
Geobacter bemidjiensis
Geobacter daltonii
Geobacter lovleyi
Geobacter metallireducens
Geobacter pickeringii
Geobacter sp
Geobacter sp
Geobacter sulfurreducens
Geobacter sulfurreducens
Geobacter uraniireducens
Geodermatophilus obscurus
Geoglobus acetivorans
Geoglobus ahangari
Georgenia sp
Georhizobium profundi
Geospiza fortis
Geosporobacter ferrireducens
Geovibrio thiophilus
Giardia lamblia
Gibbsiella quercinecans
Gilliamella apicola
Gimesia maris
Gimesia sp
Glaciecola nitratireducens
Glaciecola sp
Glaesserella parasuis
Glaesserella parasuis
Glaesserella parasuis
Glaesserella parasuis
Glaesserella sp
Glarea lozoyensis
Gloeobacter kilaueensis
Gloeobacter violaceus
Gloeocapsa sp
Gloeophyllum trabeum
Gloeothece citriformis
Gloeothece verrucosa
Gluconacetobacter diazotrophicus
Gluconacetobacter diazotrophicus
Gluconobacter albidus
Gluconobacter oxydans
Gluconobacter oxydans
Gluconobacter oxydans
Gluconobacter thailandicus
Glutamicibacter arilaitensis
Glutamicibacter creatinolyticus
Glutamicibacter halophytocola
Glutamicibacter sp
Glycine max
Glycine soja
Glycocaulis alkaliphilus
Gordonia alkanivorans
Gordonia bronchialis
Gordonia iterans
Gordonia phthalatica
Gordonia polyisoprenivorans
Gordonia rubripertincta
Gordonia sp
Gordonia sp
Gordonia sp
Gordonia sp
Gordonia terrae
Gordonibacter pamelaeae
Gorilla gorilla
Gossypium arboreum
Gossypium hirsutum
Gossypium raimondii
Gottschalkia acidurici
Gracilibacillus sp
Gramella flava
Gramella forsetii
Gramella salexigens
Gramella sp
Granulibacter bethesdensis
Granulibacter bethesdensis
Granulibacter bethesdensis
Granulibacter bethesdensis
Granulicella mallensis
Granulicella tundricola
Granulosicoccus antarcticus
Grimontia hollisae
Gryllotalpicola sp
Guillardia theta
Gynuella sunshinyii
Haematobacter massiliensis
Haematospirillum jordaniae
Haemophilus ducreyi
Haemophilus haemolyticus
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus influenzae
Haemophilus parainfluenzae
Haemophilus pittmaniae
Haemophilus sp
Hafnia alvei
Hafnia paralvei
Hahella chejuensis
Hahella sp
Halalkaliarchaeum desulfuricum
Halalkalicoccus jeotgali
Halanaeroarchaeum sulfurireducens
Halanaeroarchaeum sulfurireducens
Halanaerobium hydrogeniformans
Halanaerobium praevalens
Halapricum salinum
Haliangium ochraceum
Halioglobus japonicus
Halioglobus sp
Haliscomenobacter hydrossis
Haloarchaeon HSR6
Haloarcula hispanica
Haloarcula hispanica
Haloarcula marismortui
Haloarcula sp
Haloarcula taiwanensis
Haloarculaceae archaeon
Halobacillus halophilus
Halobacillus litoralis
Halobacillus mangrovi
Halobacteriovorax marinus
Halobacteriovorax sp
Halobacterium hubeiense
Halobacterium salinarum
Halobacterium salinarum
Halobacterium sp
Halobacteroides halobius
Halobellus limi
Halobiforma lacisalsi
Halocella sp
Halocynthiibacter arcticus
Halodesulfurarchaeum formicicum
Haloferax gibbonsii
Haloferax mediterranei
Haloferax volcanii
Halogeometricum borinquense
Halohasta litchfieldiae
Halomicrobium mukohataei
Halomicrobium mukohataei
Halomicrobium sp
Halomicronema hongdechloris
Halomonas aestuarii
Halomonas alkaliphila
Halomonas beimenensis
Halomonas campaniensis
Halomonas chromatireducens
Halomonas elongata
Halomonas huangheensis
Halomonas hydrothermalis
Halomonas olivaria
Halomonas sp
Halomonas sp
Halomonas sp
Halomonas sp
Halomonas sp
Halomonas sulfidaeris
Halomonas venusta
Halophilic archaeon
Halopiger xanaduensis
Haloplanus aerogenes
Haloplanus rallus
Haloplanus sp
Haloplanus sp
Haloprofundus sp
Haloquadratum walsbyi
Haloquadratum walsbyi
Halorhabdus sp
Halorhabdus tiamatea
Halorhabdus utahensis
Halorhodospira halochloris
Halorhodospira halophila
Halorientalis sp
Halorubrum ezzemoulense
Halorubrum lacusprofundi
Halorubrum sp
Halorubrum sp
Halostagnicola larsenii
Halotalea alkalilenta
Haloterrigena daqingensis
Haloterrigena jeotgali
Haloterrigena turkmenica
Halothece sp
Halothermothrix orenii
Halothiobacillus neapolitanus
Halothiobacillus sp
Halovivax ruber
Harpegnathos saltator
Hartmannibacter diazotrophicus
Hathewaya histolytica
Helianthus annuus
Helicobacter acinonychis
Helicobacter apodemus
Helicobacter bilis
Helicobacter bizzozeronii
Helicobacter cetorum
Helicobacter cetorum
Helicobacter cinaedi
Helicobacter cinaedi
Helicobacter felis
Helicobacter heilmannii
Helicobacter hepaticus
Helicobacter mustelae
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter pylori
Helicobacter sp
Helicobacter typhlonius
Helicoverpa armigera
Heliobacterium modesticaldum
Heliorestis convoluta
Helobdella robusta
Herbaspirillum hiltneri
Herbaspirillum huttiense
Herbaspirillum rubrisubalbicans
Herbaspirillum seropedicae
Herbaspirillum seropedicae
Herbaspirillum sp
Herbinix luporum
Herminiimonas arsenicoxydans
Herpetosiphon aurantiacus
Heterobasidion irregulare
Heterocephalus glaber
Hevea brasiliensis
Hippea maritima
Hippocampus comes
Hipposideros armiger
Hirschia baltica
Histophilus somni
Histophilus somni
Histoplasma capsulatum
Hoeflea sp
Homo sapiens
Hoyosella subflava
Humibacter sp
Humibacter sp
Hungateiclostridiaceae bacterium
Hungateiclostridium clariflavum
Hungateiclostridium saccincola
Hungateiclostridium thermocellum
Hungateiclostridium thermocellum
Hydra vulgaris
Hydrocarboniclastica marina
Hydrogenimonas sp
Hydrogenobacter thermophilus
Hydrogenobacter thermophilus
Hydrogenobaculum sp
Hydrogenobaculum sp
Hydrogenobaculum sp
Hydrogenophaga pseudoflava
Hydrogenophaga sp
Hydrogenophaga sp
Hydrogenophaga sp
Hydrogenophaga sp
Hydrogenophilus thermoluteolus
Hydrogenovibrio crunogenus
Hydrogenovibrio thermophilus
Hydromonas sp
Hymenobacter nivis
Hymenobacter sedentarius
Hymenobacter sp
Hymenobacter sp
Hymenobacter sp
Hymenobacter sp
Hymenobacter sp
Hymenobacter sp
Hymenobacter sp
Hymenobacter swuensis
Hyperthermus butylicus
Hyphomicrobium denitrificans
Hyphomicrobium denitrificans
Hyphomicrobium nitrativorans
Hyphomicrobium sp
Hyphomonadaceae bacterium
Hyphomonas neptunium
Ichthyobacterium seriolicida
Ictalurus punctatus
Idiomarina loihiensis
Idiomarina loihiensis
Idiomarina piscisalsi
Idiomarina sp
Idiomarina sp
Ignavibacterium album
Ignicoccus hospitalis
Ignicoccus islandicus
Ignisphaera aggregans
Ilumatobacter coccineus
Ilyobacter polytropus
Immundisolibacter cernigliae
Intestinimonas butyriciproducens
Intrasporangium calvum
Iodobacter sp
Ipomoea nil
Isoptericola dokdonensis
Isoptericola variabilis
Isosphaera pallida
Ixodes scapularis
Izhakiella sp
Janibacter indicus
Janibacter limosus
Jannaschia sp
Janthinobacterium agaricidamnosum
Janthinobacterium sp
Janthinobacterium sp
Janthinobacterium sp
Janthinobacterium sp
Janthinobacterium sp
Janthinobacterium svalbardensis
Jatropha curcas
Jeongeupia sp
Jeotgalibaca dankookensis
Jeotgalibaca sp
Jeotgalibaca sp
Jeotgalibacillus malaysiensis
Jonesia denitrificans
Juglans regia
Kangiella geojedonensis
Kangiella koreensis
Kangiella profundi
Kangiella sediminilitoris
Kazachstania africana
Kerstersia gyiorum
Ketobacter alkanivorans
Ketogulonicigenium robustum
Ketogulonicigenium vulgare
Ketogulonicigenium vulgare
Kibdelosporangium phytohabitans
Kineococcus radiotolerans
Kingella kingae
Kiritimatiella glycovorans
Kitasatospora albolonga
Kitasatospora aureofaciens
Kitasatospora setae
Kitasatospora sp
Klebsiella aerogenes
Klebsiella aerogenes
Klebsiella huaxiensis
Klebsiella michiganensis
Klebsiella michiganensis
Klebsiella michiganensis
Klebsiella michiganensis
Klebsiella michiganensis
Klebsiella oxytoca
Klebsiella oxytoca
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella pneumoniae
Klebsiella quasipneumoniae
Klebsiella quasivariicola
Klebsiella sp
Klebsiella variicola
Klebsiella variicola
Klebsiella variicola
Klebsiella variicola
Kluyvera georgiana
Kluyvera intermedia
Kluyveromyces lactis
Kluyveromyces marxianus
Kocuria flava
Kocuria indica
Kocuria palustris
Kocuria rhizophila
Kocuria rosea
Komagataeibacter europaeus
Komagataeibacter medellinensis
Komagataeibacter nataicola
Komagataeibacter saccharivorans
Komagataeibacter xylinus
Komagataella phaffii
Kordia sp
Kosakonia cowanii
Kosakonia oryzae
Kosakonia radicincitans
Kosakonia sacchari
Kosakonia sp
Kosmotoga olearia
Kosmotoga pacifica
Kozakia baliensis
Kribbella flavida
Kryptolebias marmoratus
Ktedonobacterales bacterium
Kurthia sp
Kurthia zopfii
Kushneria konosiri
Kushneria marisflavi
Kushneria sp
Kutzneria albida
Kyrpidia spormannii
Kyrpidia tusciae
Kytococcus sedentarius
Labilibaculum antarcticum
Labilithrix luteola
Labrenzia aggregata
Labrenzia sp
Labrenzia sp
Labrenzia sp
Labrenzia sp
Labrys neptuniae
Laccaria bicolor
Laceyella sacchari
Lachancea thermotolerans
Lachnoanaerobaculum umeaense
Lachnoclostridium phytofermentans
Lachnoclostridium sp
Lachnospiraceae bacterium
Lacimicrobium alkaliphilum
Lacinutrix sp
Lacinutrix sp
Lacinutrix venerupis
Lactobacillus acetotolerans
Lactobacillus acidipiscis
Lactobacillus acidophilus
Lactobacillus acidophilus
Lactobacillus acidophilus
Lactobacillus acidophilus
Lactobacillus agilis
Lactobacillus alimentarius
Lactobacillus allii
Lactobacillus amylolyticus
Lactobacillus amylophilus
Lactobacillus amylovorus
Lactobacillus amylovorus
Lactobacillus backii
Lactobacillus brevis
Lactobacillus brevis
Lactobacillus buchneri
Lactobacillus buchneri
Lactobacillus casei
Lactobacillus casei
Lactobacillus casei
Lactobacillus casei
Lactobacillus casei
Lactobacillus casei
Lactobacillus coryniformis
Lactobacillus crispatus
Lactobacillus crustorum
Lactobacillus curieae
Lactobacillus curvatus
Lactobacillus delbrueckii
Lactobacillus delbrueckii
Lactobacillus delbrueckii
Lactobacillus delbrueckii
Lactobacillus dextrinicus
Lactobacillus farciminis
Lactobacillus fermentum
Lactobacillus fermentum
Lactobacillus fermentum
Lactobacillus gallinarum
Lactobacillus gasseri
Lactobacillus ginsenosidimutans
Lactobacillus heilongjiangensis
Lactobacillus helveticus
Lactobacillus helveticus
Lactobacillus helveticus
Lactobacillus helveticus
Lactobacillus helveticus
Lactobacillus helveticus
Lactobacillus hokkaidonensis
Lactobacillus jensenii
Lactobacillus johnsonii
Lactobacillus johnsonii
Lactobacillus johnsonii
Lactobacillus johnsonii
Lactobacillus kefiranofaciens
Lactobacillus koreensis
Lactobacillus kunkeei
Lactobacillus lindneri
Lactobacillus mucosae
Lactobacillus nagelii
Lactobacillus oris
Lactobacillus parabuchneri
Lactobacillus paracasei
Lactobacillus paracasei
Lactobacillus paracasei
Lactobacillus paracasei
Lactobacillus paracasei
Lactobacillus paracollinoides
Lactobacillus paragasseri
Lactobacillus paraplantarum
Lactobacillus pentosus
Lactobacillus plantarum
Lactobacillus plantarum
Lactobacillus plantarum
Lactobacillus plantarum
Lactobacillus plantarum
Lactobacillus plantarum
Lactobacillus plantarum
Lactobacillus reuteri
Lactobacillus reuteri
Lactobacillus reuteri
Lactobacillus reuteri
Lactobacillus reuteri
Lactobacillus rhamnosus
Lactobacillus rhamnosus
Lactobacillus rhamnosus
Lactobacillus rhamnosus
Lactobacillus rhamnosus
Lactobacillus rhamnosus
Lactobacillus ruminis
Lactobacillus sakei
Lactobacillus salivarius
Lactobacillus salivarius
Lactobacillus salivarius
Lactobacillus sanfranciscensis
Lactobacillus sp
Lactobacillus zymae
Lactococcus garvieae
Lactococcus garvieae
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus lactis
Lactococcus piscium
Lactococcus raffinolactis
Lactococcus sp
Lactococcus sp
Lactuca sativa
Lacunisphaera limnophila
Laribacter hongkongensis
Larimichthys crocea
Lates calcarifer
Latimeria chalumnae
Lautropia mirabilis
Lawsonella clevelandensis
Lawsonia intracellularis
Lawsonia intracellularis
Leadbetterella byssophila
Leclercia adecarboxylata
Leclercia sp
Leclercia sp
Leclercia sp
Leclercia sp
Legionella clemsonensis
Legionella endosymbiont
Legionella fallonii
Legionella geestiana
Legionella hackeliae
Legionella israelensis
Legionella jordanis
Legionella lansingensis
Legionella longbeachae
Legionella oakridgensis
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella pneumophila
Legionella sainthelensi
Leifsonia xyli
Leifsonia xyli
Leishmania braziliensis
Leishmania donovani
Leishmania infantum
Leishmania major
Leishmania mexicana
Leisingera aquaemixtae
Leisingera methylohalidivorans
Leisingera sp
Lelliottia amnigena
Lelliottia jeotgali
Lelliottia nimipressuralis
Lelliottia sp
Leminorella richardii
Lentibacillus amyloliquefaciens
Lentzea guizhouensis
Leptolyngbya boryana
Leptolyngbya sp
Leptolyngbya sp
Leptolyngbya sp
Leptospira biflexa
Leptospira biflexa
Leptospira borgpetersenii
Leptospira borgpetersenii
Leptospira interrogans
Leptospira interrogans
Leptospira interrogans
Leptospira interrogans
Leptospira kmetyi
Leptospira mayottensis
Leptospira santarosai
Leptospira tipperaryensis
Leptospira weilii
Leptospirillum ferriphilum
Leptospirillum ferriphilum
Leptospirillum ferrooxidans
Leptospirillum sp
Leptothrix cholodnii
Leptotrichia buccalis
Leptotrichia hofstadii
Leptotrichia sp
Leptotrichia sp
Leptotrichia sp
Leucobacter sp
Leucobacter triazinivorans
Leuconostoc carnosum
Leuconostoc citreum
Leuconostoc garlicum
Leuconostoc gelidum
Leuconostoc gelidum
Leuconostoc kimchii
Leuconostoc lactis
Leuconostoc mesenteroides
Leuconostoc mesenteroides
Leuconostoc mesenteroides
Leuconostoc mesenteroides
Leuconostoc pseudomesenteroides
Leuconostoc sp
Liberibacter crescens
Limihaloglobus sulfuriphilus
Limnobaculum parvum
Limnochorda pilosa
Limnohabitans sp
Limnohabitans sp
Linepithema humile
Lingula anatina
Lipotes vexillifer
Listeria grayi
Listeria innocua
Listeria ivanovii
Listeria ivanovii
Listeria ivanovii
Listeria ivanovii
Listeria ivanovii
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria seeligeri
Listeria weihenstephanensis
Listeria welshimeri
Litoreibacter sp
Litoricola lipolytica
Litorilituus sediminis
Loa loa
Lodderomyces elongisporus
Lokiarchaeum sp
Lonchura striata
Lonsdalea britannica
Lottia gigantea
Lotus japonicus
Loxodonta africana
Lucilia cuprina
Lupinus angustifolius
Luteibacter pinisoli
Luteibacter rhizovicinus
Luteimicrobium xylanilyticum
Luteimonas sp
Luteimonas sp
Luteimonas sp
Luteimonas sp
Luteipulveratus mongoliensis
Luteitalea pratensis
Lutibacter profundi
Lutibacter sp
Lysinibacillus fusiformis
Lysinibacillus pakistanensis
Lysinibacillus sp
Lysinibacillus sp
Lysinibacillus sp
Lysinibacillus sp
Lysinibacillus sphaericus
Lysinibacillus varians
Lysinimonas sp
Lysobacter antibioticus
Lysobacter antibioticus
Lysobacter capsici
Lysobacter enzymogenes
Lysobacter enzymogenes
Lysobacter gummosus
Lysobacter maris
Lysobacter soli
Lysobacter sp
Lysobacter sp
Macaca fascicularis
Macaca mulatta
Macrococcus canis
Macrococcus caseolyticus
Macrococcus sp
Mageeibacillus indolicus
Magnetococcus marinus
Magnetospira sp
Magnetospirillum gryphiswaldense
Magnetospirillum gryphiswaldense
Magnetospirillum magneticum
Magnetospirillum sp
Magnetospirillum sp
Mahella australiensis
Maize bushy
Malassezia globosa
Malassezia restricta
Malus domestica
Manihot esculenta
Manis javanica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia haemolytica
Mannheimia sp
Mannheimia succiniciproducens
Mannheimia varigena
Mannheimia varigena
Mannheimia varigena
Maribacter cobaltidurans
Maribacter sp
Maribacter sp
Maribacter sp
Maribacter sp
Maribius sp
Maricaulis maris
Marichromatium purpuratum
Mariniblastus fucicola
Mariniflexile sp
Marinilactibacillus sp
Marinithermus hydrothermalis
Marinitoga piezophila
Marinitoga sp
Marinobacter adhaerens
Marinobacter hydrocarbonoclasticus
Marinobacter hydrocarbonoclasticus
Marinobacter psychrophilus
Marinobacter salarius
Marinobacter salinus
Marinobacter similis
Marinobacter sp
Marinobacter sp
Marinobacter sp
Marinobacter sp
Marinobacter sp
Marinobacterium aestuarii
Marinomonas mediterranea
Marinomonas posidonica
Marinomonas sp
Marinovum algicola
Mariprofundus aestuarium
Mariprofundus ferrinatatus
Maritalea myrionectae
Marivirga tractuosa
Marivivens sp
Marssonina brunnea
Martelella endophytica
Martelella mediterranea
Martelella sp
Massilia albidiflava
Massilia armeniaca
Massilia flava
Massilia oculi
Massilia sp
Massilia sp
Massilia sp
Massilia umbonata
Massilia violaceinigra
Maylandia zebra
Medicago truncatula
Megamonas hypermegale
Megasphaera elsdenii
Megasphaera hexanoica
Megasphaera sp
Meiothermus ruber
Meiothermus ruber
Meiothermus silvanus
Meiothermus taiwanensis
Melaminivora sp
Melaminivora sp
Melampsora larici
Meleagris gallopavo
Melioribacter roseus
Melissococcus plutonius
Melissococcus plutonius
Melittangium boletus
Meriones unguiculatus
Mesoplasma chauliocola
Mesoplasma coleopterae
Mesoplasma entomophilum
Mesoplasma florum
Mesoplasma florum
Mesoplasma lactucae
Mesoplasma syrphidae
Mesoplasma tabanidae
Mesorhizobium amorphae
Mesorhizobium australicum
Mesorhizobium ciceri
Mesorhizobium japonicum
Mesorhizobium loti
Mesorhizobium opportunistum
Mesorhizobium sp
Mesorhizobium sp
Mesorhizobium sp
Mesorhizobium sp
Mesotoga infera
Mesotoga prima
Metakosakonia sp
Metallosphaera cuprina
Metallosphaera hakonensis
Metallosphaera prunae
Metallosphaera sedula
Metarhizium acridum
Metarhizium robertsii
Methanobacterium congolense
Methanobacterium formicicum
Methanobacterium formicicum
Methanobacterium lacus
Methanobacterium paludis
Methanobacterium sp
Methanobacterium sp
Methanobacterium sp
Methanobacterium sp
Methanobacterium subterraneum
Methanobrevibacter millerae
Methanobrevibacter olleyae
Methanobrevibacter ruminantium
Methanobrevibacter smithii
Methanobrevibacter sp
Methanobrevibacter sp
Methanocaldococcus bathoardescens
Methanocaldococcus fervens
Methanocaldococcus infernus
Methanocaldococcus jannaschii
Methanocaldococcus sp
Methanocaldococcus vulcanius
Methanocella arvoryzae
Methanocella conradii
Methanocella paludicola
Methanococcoides burtonii
Methanococcoides methylutens
Methanococcus aeolicus
Methanococcus maripaludis
Methanococcus maripaludis
Methanococcus maripaludis
Methanococcus maripaludis
Methanococcus maripaludis
Methanococcus maripaludis
Methanococcus maripaludis
Methanococcus vannielii
Methanococcus voltae
Methanocorpusculum labreanum
Methanoculleus bourgensis
Methanoculleus marisnigri
Methanoculleus sp
Methanofervidicoccus sp
Methanogenic archaeon
Methanohalobium evestigatum
Methanohalophilus halophilus
Methanohalophilus mahii
Methanolacinia petrolearia
Methanolobus psychrophilus
Methanomethylovorans hollandica
Methanopyrus kandleri
Methanoregula boonei
Methanoregula formicica
Methanosaeta harundinacea
Methanosalsum zhilinae
Methanosarcina acetivorans
Methanosarcina barkeri
Methanosarcina barkeri
Methanosarcina barkeri
Methanosarcina barkeri
Methanosarcina barkeri
Methanosarcina flavescens
Methanosarcina horonobensis
Methanosarcina lacustris
Methanosarcina mazei
Methanosarcina mazei
Methanosarcina mazei
Methanosarcina mazei
Methanosarcina siciliae
Methanosarcina siciliae
Methanosarcina siciliae
Methanosarcina sp
Methanosarcina sp
Methanosarcina sp
Methanosarcina sp
Methanosarcina thermophila
Methanosarcina thermophila
Methanosarcina vacuolata
Methanosphaera sp
Methanosphaera stadtmanae
Methanosphaerula palustris
Methanospirillum hungatei
Methanothermobacter marburgensis
Methanothermobacter sp
Methanothermobacter sp
Methanothermobacter sp
Methanothermobacter sp
Methanothermobacter thermautotrophicus
Methanothermobacter wolfeii
Methanothermococcus okinawensis
Methanothermus fervidus
Methanothrix soehngenii
Methanothrix thermoacetophila
Methanotorris igneus
Methylacidiphilum infernorum
Methylacidiphilum kamchatkense
Methylibium petroleiphilum
Methylibium sp
Methylobacillus flagellatus
Methylobacterium aquaticum
Methylobacterium currus
Methylobacterium mesophilicum
Methylobacterium nodulans
Methylobacterium oryzae
Methylobacterium phyllosphaerae
Methylobacterium radiotolerans
Methylobacterium sp
Methylobacterium sp
Methylobacterium sp
Methylobacterium sp
Methylobacterium sp
Methylobacterium sp
Methylocaldum marinum
Methyloceanibacter caenitepidi
Methylocella silvestris
Methylocella tundrae
Methylococcus capsulatus
Methylocystis bryophila
Methylocystis heyeri
Methylocystis parvus
Methylocystis rosea
Methylocystis sp
Methylomicrobium alcaliphilum
Methylomicrobium buryatense
Methylomonas denitrificans
Methylomonas koyamae
Methylomonas methanica
Methylomonas sp
Methylomonas sp
Methylomusa anaerophila
Methylophaga frappieri
Methylophaga nitratireducenticrescens
Methylophilus sp
Methylorubrum extorquens
Methylorubrum extorquens
Methylorubrum extorquens
Methylorubrum extorquens
Methylorubrum populi
Methylorubrum zatmanii
Methylosinus trichosporium
Methylotenera mobilis
Methylotenera versatilis
Methyloversatilis sp
Methylovirgula ligni
Methylovorus glucosetrophus
Methylovorus sp
Methylovulum psychrotolerans
Meyerozyma guilliermondii
Micavibrio aeruginosavorus
Micavibrio aeruginosavorus
Microbacterium aurum
Microbacterium chocolatum
Microbacterium foliorum
Microbacterium hominis
Microbacterium lemovicicum
Microbacterium oleivorans
Microbacterium paludicola
Microbacterium sp
Microbacterium sp
Microbacterium sp
Microbacterium sp
Microbacterium sp
Microbacterium sp
Microbacterium testaceum
Microbulbifer agarilyticus
Microbulbifer aggregans
Microbulbifer sp
Microbulbifer sp
Microbulbifer thermotolerans
Microcella alkaliphila
Micrococcus luteus
Micrococcus sp
Microcoleus sp
Microcystis aeruginosa
Microcystis panniformis
Microcystis sp
Microcystis viridis
Microlunatus phosphovorus
Microlunatus sp
Microlunatus sp
Micromonas commoda
Micromonas pusilla
Micromonospora aurantiaca
Micromonospora sp
Micromonospora sp
